9.746293e-02,0.000000e+00
3.309015e-01,0.000000e+00
2.937456e-01,0.000000e+00
7.414020e-01,0.000000e+00
9.635425e-02,0.000000e+00
-7.371786e-01,0.000000e+00
-4.784668e-01,0.000000e+00
-1.564346e-01,0.000000e+00
-2.358236e-01,0.000000e+00
2.597233e-01,0.000000e+00
6.029092e-01,0.000000e+00
4.017720e-01,0.000000e+00
-3.979064e-01,0.000000e+00
5.935148e-01,0.000000e+00
6.238643e-01,0.000000e+00
1.203014e-01,0.000000e+00
4.775620e-01,0.000000e+00
-8.531426e-01,0.000000e+00
4.830983e-01,0.000000e+00
8.986832e-01,3.906250e-03
2.640278e-02,3.906250e-03
1.928078e-01,3.906250e-03
-2.688537e-01,7.812500e-03
6.665117e-02,1.171875e-02
7.088669e-01,1.562500e-02
8.974231e-01,1.562500e-02
4.311992e-01,1.953125e-02
3.126560e-02,1.953125e-02
-1.665210e-01,2.343750e-02
1.042806e-01,2.734375e-02
-4.809329e-01,3.125000e-02
-3.140057e-01,3.515625e-02
5.466761e-03,3.515625e-02
-4.797301e-01,3.906250e-02
-2.855536e-01,4.296875e-02
-7.917606e-01,4.687500e-02
5.136811e-02,4.687500e-02
-3.191961e-01,4.687500e-02
5.233870e-01,4.687500e-02
-6.990771e-01,4.296875e-02
2.404041e-01,3.906250e-02
-7.219694e-01,3.515625e-02
2.701305e-01,2.734375e-02
-2.572668e-01,2.343750e-02
-6.920306e-01,1.171875e-02
-3.056294e-01,7.812500e-03
4.047708e-02,-3.906250e-03
-2.373131e-01,-7.812500e-03
-9.519057e-01,-1.953125e-02
3.637035e-01,-2.343750e-02
-1.959245e-01,-3.515625e-02
-2.776719e-01,-3.906250e-02
1.734334e-01,-4.687500e-02
4.303027e-01,-5.078125e-02
3.968360e-01,-5.468750e-02
-2.408133e-01,-5.859375e-02
3.801682e-01,-6.250000e-02
-5.879457e-01,-6.250000e-02
9.469916e-01,-6.250000e-02
-6.664422e-01,-6.250000e-02
3.619877e-01,-6.250000e-02
-1.118644e-01,-5.859375e-02
9.981309e-01,-5.859375e-02
-1.035466e-01,-5.468750e-02
-4.572746e-01,-5.078125e-02
-8.588807e-02,-4.296875e-02
-2.438806e-01,-3.906250e-02
3.637038e-01,-3.515625e-02
1.885329e-01,-2.343750e-02
-7.609234e-01,-1.953125e-02
-1.228859e-01,-1.562500e-02
8.890118e-02,-1.171875e-02
-1.264690e+00,-7.812500e-03
-5.967366e-01,-3.906250e-03
-7.411986e-04,0.000000e+00
-4.643941e-01,0.000000e+00
-1.171337e+00,0.000000e+00
-1.715900e-01,0.000000e+00
3.584331e-01,-3.906250e-03
-2.967551e-01,-7.812500e-03
-4.362279e-01,-1.562500e-02
1.035845e-01,-1.953125e-02
-1.548445e-01,-2.343750e-02
-3.877248e-01,-3.515625e-02
1.248955e-01,-4.687500e-02
4.628627e-02,-5.468750e-02
-6.495284e-01,-6.640625e-02
4.473174e-02,-7.031250e-02
-3.191984e-01,-7.421875e-02
8.000070e-01,-7.812500e-02
-8.634457e-02,-8.203125e-02
2.503687e-01,-8.593750e-02
1.210144e-01,-8.984375e-02
